State,County,Percent Forest Cover
Wisconsin,55141 WI Wood,36.62
Wyoming,56001 WY Albany,6.99
Wyoming,56003 WY Big Horn,6.37
Wyoming,56005 WY Campbell,2.41
Wyoming,56007 WY Carbon,8.4
Wyoming,56009 WY Converse,4.02
Wyoming,56011 WY Crook,12.68
Wyoming,56013 WY Fremont,7.87
Wyoming,56015 WY Goshen,1.53
Wyoming,56017 WY Hot Springs,6.83
Wyoming,56019 WY Johnson,8.62
Wyoming,56021 WY Laramie,2.55
Wyoming,56023 WY Lincoln,15.93
Wyoming,56025 WY Natrona,3.5
Wyoming,56027 WY Niobrara,1.73
Wyoming,56029 WY Park,19.73
Wyoming,56031 WY Platte,2.82
Wyoming,56033 WY Sheridan,13.73
Wyoming,56035 WY Sublette,13.05
Wyoming,56037 WY Sweetwater,1.86
Wyoming,56039 WY Teton,32.5
Wyoming,56041 WY Uinta,7.62
Wyoming,56043 WY Washakie,4.13
Wyoming,56045 WY Weston,4.21
