State,County,Percent Forest Cover
Indiana,18161 IN Union,20.95
Indiana,18163 IN Vanderburgh,27.25
Indiana,18165 IN Vermillion,27.3
Indiana,18167 IN Vigo,30.55
Indiana,18169 IN Wabash,17.74
Indiana,18171 IN Warren,18.23
Indiana,18173 IN Warrick,40.24
Indiana,18175 IN Washington,42.11
Indiana,18177 IN Wayne,18.76
Indiana,18179 IN Wells,9.98
Indiana,18181 IN White,9.7
Indiana,18183 IN Whitley,16.98
Iowa,19001 IA Adair,10.26
Iowa,19003 IA Adams,13.09
Iowa,19005 IA Allamakee,41.24
Iowa,19007 IA Appanoose,25.26
Iowa,19009 IA Audubon,11.93
Iowa,19011 IA Benton,19.12
Iowa,19013 IA Black Hawk,19.53
Iowa,19015 IA Boone,19.41
Iowa,19017 IA Bremer,20.73
Iowa,19019 IA Buchanan,19
Iowa,19021 IA Buena Vista,13.94
Iowa,19023 IA Butler,19.57
Iowa,19025 IA Calhoun,13.4
Iowa,19027 IA Carroll,18.86
Iowa,19029 IA Cass,11.02
Iowa,19031 IA Cedar,12.73
Iowa,19033 IA Cerro Gordo,15.99
Iowa,19035 IA Cherokee,19.13
Iowa,19037 IA Chickasaw,19.17
Iowa,19039 IA Clarke,22.52
Iowa,19041 IA Clay,14.38
Iowa,19043 IA Clayton,37.06
Iowa,19045 IA Clinton,13.71
Iowa,19047 IA Crawford,23.63
Iowa,19049 IA Dallas,14.65
Iowa,19051 IA Davis,23.82
Iowa,19053 IA Decatur,25.84
Iowa,19055 IA Delaware,20.23
Iowa,19057 IA Des Moines,22.51
Iowa,19059 IA Dickinson,13.76
Iowa,19061 IA Dubuque,24.34
Iowa,19063 IA Emmet,15.98
Iowa,19065 IA Fayette,24.35
Iowa,19067 IA Floyd,17.34
Iowa,19069 IA Franklin,16.72
Iowa,19071 IA Fremont,15.53
Iowa,19073 IA Greene,13.64
Iowa,19075 IA Grundy,17.46
Iowa,19077 IA Guthrie,15.99
Iowa,19079 IA Hamilton,15.44
Iowa,19081 IA Hancock,14.96
Iowa,19083 IA Hardin,18.49
Iowa,19085 IA Harrison,16.11
Iowa,19087 IA Henry,20.13
Iowa,19089 IA Howard,19.26
Iowa,19091 IA Humboldt,12.26
Iowa,19093 IA Ida,20.45
Iowa,19095 IA Iowa,16.34
Iowa,19097 IA Jackson,28.87
Iowa,19099 IA Jasper,14.67
Iowa,19101 IA Jefferson,19.93
Iowa,19103 IA Johnson,18.29
Iowa,19105 IA Jones,19.13
Iowa,19107 IA Keokuk,16.18
Iowa,19109 IA Kossuth,13.7
Iowa,19111 IA Lee,26.48
Iowa,19113 IA Linn,21.26
Iowa,19115 IA Louisa,19.71
Iowa,19117 IA Lucas,26.36
Iowa,19119 IA Lyon,18.05
Iowa,19121 IA Madison,20.05
Iowa,19123 IA Mahaska,16.03
Iowa,19125 IA Marion,22.79
Iowa,19127 IA Marshall,19.59
Iowa,19129 IA Mills,15.51
Iowa,19131 IA Mitchell,16.51
Iowa,19133 IA Monona,22.85
Iowa,19135 IA Monroe,31.55
Iowa,19137 IA Montgomery,13.59
Iowa,19139 IA Muscatine,17.98
Iowa,19141 IA O'Brien,17.93
Iowa,19143 IA Osceola,16.2
Iowa,19145 IA Page,15.26
Iowa,19147 IA Palo Alto,12.94
Iowa,19149 IA Plymouth,19.04
Iowa,19151 IA Pocahontas,13.56
Iowa,19153 IA Polk,16.92
Iowa,19155 IA Pottawattamie,13.06
Iowa,19157 IA Poweshiek,13.13
Iowa,19159 IA Ringgold,18.65
Iowa,19161 IA Sac,16.96
Iowa,19163 IA Scott,15
Iowa,19165 IA Shelby,11.12
Iowa,19167 IA Sioux,18.83
Iowa,19169 IA Story,16
Iowa,19171 IA Tama,21.02
Iowa,19173 IA Taylor,16.05
Iowa,19175 IA Union,16.24
Iowa,19177 IA Van Buren,28.73
Iowa,19179 IA Wapello,23.73
Iowa,19181 IA Warren,22.71
Iowa,19183 IA Washington,16.27
Iowa,19185 IA Wayne,17.44
Iowa,19187 IA Webster,15.71
Iowa,19189 IA Winnebago,14.84
Iowa,19191 IA Winneshiek,28.22
Iowa,19193 IA Woodbury,21.24
Iowa,19195 IA Worth,14.47
Iowa,19197 IA Wright,14.87
Kansas,20001 KS Allen,10.97
Kansas,20003 KS Anderson,12.46
Kansas,20005 KS Atchison,17.43
Kansas,20007 KS Barber,8.21
Kansas,20009 KS Barton,3.15
Kansas,20011 KS Bourbon,19.63
Kansas,20013 KS Brown,14.16
Kansas,20015 KS Butler,7.41
Kansas,20017 KS Chase,8.28
Kansas,20019 KS Chautauqua,22.83
Kansas,20021 KS Cherokee,13.83
Kansas,20023 KS Cheyenne,2.94
Kansas,20025 KS Clark,5.08
Kansas,20027 KS Clay,8.17
Kansas,20029 KS Cloud,7.24
Kansas,20031 KS Coffey,11.27
Kansas,20033 KS Comanche,5.46
Kansas,20035 KS Cowley,9.94
Kansas,20037 KS Crawford,13.58
Kansas,20039 KS Decatur,2.82
Kansas,20041 KS Dickinson,6.09
Kansas,20043 KS Doniphan,22.37
Kansas,20045 KS Douglas,21.81
Kansas,20047 KS Edwards,3.47
Kansas,20049 KS Elk,17.5
Kansas,20051 KS Ellis,3.96
Kansas,20053 KS Ellsworth,5.45
Kansas,20055 KS Finney,2.18
Kansas,20057 KS Ford,2.1
Kansas,20059 KS Franklin,16.7
Kansas,20061 KS Geary,14.3
Kansas,20063 KS Gove,2.14
Kansas,20065 KS Graham,3.59
Kansas,20067 KS Grant,1.95
Kansas,20069 KS Gray,2.22
Kansas,20071 KS Greeley,0.73
Kansas,20073 KS Greenwood,12.36
Kansas,20075 KS Hamilton,1.27
Kansas,20077 KS Harper,4.15
Kansas,20079 KS Harvey,4.57
Kansas,20081 KS Haskell,2.79
Kansas,20083 KS Hodgeman,2.39
Kansas,20085 KS Jackson,18.46
Kansas,20087 KS Jefferson,23.28
Kansas,20089 KS Jewell,7.25
Kansas,20091 KS Johnson,21.99
Kansas,20093 KS Kearny,2.12
Kansas,20095 KS Kingman,4.86
Kansas,20097 KS Kiowa,4.19
Kansas,20099 KS Labette,12.16
Kansas,20101 KS Lane,1.43
Kansas,20103 KS Leavenworth,27.25
Kansas,20105 KS Lincoln,5.25
Kansas,20107 KS Linn,24.56
Kansas,20109 KS Logan,1.85
Kansas,20111 KS Lyon,10.51
Kansas,20113 KS McPherson,4.75
Kansas,20115 KS Marion,11.2
Kansas,20117 KS Marshall,4.55
Kansas,20119 KS Meade,3.22
Kansas,20121 KS Miami,20.76
Kansas,20123 KS Mitchell,4.46
Kansas,20125 KS Montgomery,17.36
Kansas,20127 KS Morris,7.46
Kansas,20129 KS Morton,1.2
Kansas,20131 KS Nemaha,11.7
Kansas,20133 KS Neosho,12.85
Kansas,20135 KS Ness,2
Kansas,20137 KS Norton,4.36
Kansas,20139 KS Osage,16
Kansas,20141 KS Osborne,4.8
Kansas,20143 KS Ottawa,5.74
Kansas,20145 KS Pawnee,2.68
Kansas,20147 KS Phillips,5.42
Kansas,20149 KS Pottawatomie,15.35
Kansas,20151 KS Pratt,4.1
Kansas,20153 KS Rawlins,2.67
Kansas,20155 KS Reno,4.75
Kansas,20157 KS Republic,9.1
Kansas,20159 KS Rice,3.44
Kansas,20161 KS Riley,15.58
Kansas,20163 KS Rooks,4.23
Kansas,20165 KS Rush,2.44
Kansas,20167 KS Russell,4.97
Kansas,20169 KS Saline,5.59
Kansas,20171 KS Scott,1.33
Kansas,20173 KS Sedgwick,5.67
Kansas,20175 KS Seward,2.01
Kansas,20177 KS Shawnee,21.01
Kansas,20179 KS Sheridan,3.18
Kansas,20181 KS Sherman,2.37
Kansas,20183 KS Smith,5.58
Kansas,20185 KS Stafford,3.95
Kansas,20187 KS Stanton,1.39
Kansas,20189 KS Stevens,2.11
Kansas,20191 KS Sumner,4.28
Kansas,20193 KS Thomas,2.18
Kansas,20195 KS Trego,2.7
Kansas,20197 KS Wabaunsee,13.51
Kansas,20199 KS Wallace,1.77
Kansas,20201 KS Washington,9.27
Kansas,20203 KS Wichita,1.03
Kansas,20205 KS Wilson,15.6
Kansas,20207 KS Woodson,12.86
Kansas,20209 KS Wyandotte,30.89
Kentucky,21001 KY Adair,47.05
Kentucky,21003 KY Allen,42.58
Kentucky,21005 KY Anderson,48.23
Kentucky,21007 KY Ballard,30
Kentucky,21009 KY Barren,27.3
Kentucky,21011 KY Bath,46.4
Kentucky,21013 KY Bell,78.97
Kentucky,21015 KY Boone,39.95
Kentucky,21017 KY Bourbon,17.07
Kentucky,21019 KY Boyd,60.4
Kentucky,21021 KY Boyle,30.71
Kentucky,21023 KY Bracken,53.32
Kentucky,21025 KY Breathitt,79.65
Kentucky,21027 KY Breckinridge,46.23
Kentucky,21029 KY Bullitt,56.12
Kentucky,21031 KY Butler,53.4
Kentucky,21033 KY Caldwell,40.45
Kentucky,21035 KY Calloway,33.99
Kentucky,21037 KY Campbell,45.89
Kentucky,21039 KY Carlisle,31.33
Kentucky,21041 KY Carroll,49.02
Kentucky,21043 KY Carter,68.26
Kentucky,21045 KY Casey,54.36
Kentucky,21047 KY Christian,32.18
Kentucky,21049 KY Clark,30.33
Kentucky,21051 KY Clay,79.05
Kentucky,21053 KY Clinton,50.3
Kentucky,21055 KY Crittenden,45.93
Kentucky,21057 KY Cumberland,66.49
Kentucky,21059 KY Daviess,23.87
Kentucky,21061 KY Edmonson,57.24
Kentucky,21063 KY Elliott,72.52
Kentucky,21065 KY Estill,67.81
Kentucky,21067 KY Fayette,16.92
Kentucky,21069 KY Fleming,40.67
Kentucky,21071 KY Floyd,76.45
Kentucky,21073 KY Franklin,46.23
Kentucky,21075 KY Fulton,25.47
Kentucky,21077 KY Gallatin,49.97
Kentucky,21079 KY Garrard,35.26
Kentucky,21081 KY Grant,52.77
Kentucky,21083 KY Graves,28.04
Kentucky,21085 KY Grayson,46.15
Kentucky,21087 KY Green,41.05
Kentucky,21089 KY Greenup,65.74
Kentucky,21091 KY Hancock,47.62
Kentucky,21093 KY Hardin,40.28
Kentucky,21095 KY Harlan,80.36
Kentucky,21097 KY Harrison,35.54
Kentucky,21099 KY Hart,46.43
Kentucky,21101 KY Henderson,22.16
Kentucky,21103 KY Henry,38.57
Kentucky,21105 KY Hickman,27.38
Kentucky,21107 KY Hopkins,45.02
Kentucky,21109 KY Jackson,71.31
Kentucky,21111 KY Jefferson,31.12
Kentucky,21113 KY Jessamine,26.67
Kentucky,21115 KY Johnson,74.22
Kentucky,21117 KY Kenton,42.86
Kentucky,21119 KY Knott,77.83
Kentucky,21121 KY Knox,73.31
Kentucky,21123 KY Larue,33.85
Kentucky,21125 KY Laurel,56.28
Kentucky,21127 KY Lawrence,76.11
Kentucky,21129 KY Lee,74.79
Kentucky,21131 KY Leslie,81.54
Kentucky,21133 KY Letcher,78.99
Kentucky,21135 KY Lewis,68.21
Kentucky,21137 KY Lincoln,35.66
Kentucky,21139 KY Livingston,40.57
Kentucky,21141 KY Logan,28.25
Kentucky,21143 KY Lyon,49
Kentucky,21145 KY McCracken,36.44
Kentucky,21147 KY McCreary,76.34
Kentucky,21149 KY McLean,40.02
Kentucky,21151 KY Madison,38.81
Kentucky,21153 KY Magoffin,78.08
Kentucky,21155 KY Marion,35.18
Kentucky,21157 KY Marshall,33.68
Kentucky,21159 KY Martin,78.9
Kentucky,21161 KY Mason,23.51
Kentucky,21163 KY Meade,41.24
Kentucky,21165 KY Menifee,73.56
Kentucky,21167 KY Mercer,28.54
Kentucky,21169 KY Metcalfe,46.81
Kentucky,21171 KY Monroe,44.26
Kentucky,21173 KY Montgomery,35.49
Kentucky,21175 KY Morgan,70.58
Kentucky,21177 KY Muhlenberg,49.71
Kentucky,21179 KY Nelson,39.65
Kentucky,21181 KY Nicholas,43.87
Kentucky,21183 KY Ohio,50.85
Kentucky,21185 KY Oldham,37.34
Kentucky,21187 KY Owen,54.32
Kentucky,21189 KY Owsley,76.82
Kentucky,21191 KY Pendleton,52.29
Kentucky,21193 KY Perry,74.56
Kentucky,21195 KY Pike,76.52
Kentucky,21197 KY Powell,69.66
Kentucky,21199 KY Pulaski,48.71
Kentucky,21201 KY Robertson,55.94
Kentucky,21203 KY Rockcastle,64.59
Kentucky,21205 KY Rowan,69.76
Kentucky,21207 KY Russell,41.46
Kentucky,21209 KY Scott,35.2
Kentucky,21211 KY Shelby,30.02
Kentucky,21213 KY Simpson,15.96
Kentucky,21215 KY Spencer,41.61
Kentucky,21217 KY Taylor,40.68
Kentucky,21219 KY Todd,27.69
Kentucky,21221 KY Trigg,49.17
Kentucky,21223 KY Trimble,49.62
Kentucky,21225 KY Union,22.09
Kentucky,21227 KY Warren,33.54
Kentucky,21229 KY Washington,37.13
Kentucky,21231 KY Wayne,60.38
Kentucky,21233 KY Webster,33.7
Kentucky,21235 KY Whitley,68.87
Kentucky,21237 KY Wolfe,73.38
Kentucky,21239 KY Woodford,22.51
Louisiana,22001 LA Acadia,25.98
Louisiana,22003 LA Allen,69.99
Louisiana,22005 LA Ascension,45
Louisiana,22007 LA Assumption,52.09
Louisiana,22009 LA Avoyelles,39.48
Louisiana,22011 LA Beauregard,68.58
Louisiana,22013 LA Bienville,76.42
Louisiana,22015 LA Bossier,61.14
Louisiana,22017 LA Caddo,49.89
Louisiana,22019 LA Calcasieu,44.92
Louisiana,22021 LA Caldwell,67.45
Louisiana,22023 LA Cameron,23.11
Louisiana,22025 LA Catahoula,42.87
Louisiana,22027 LA Claiborne,77.36
Louisiana,22029 LA Concordia,35.51
Louisiana,22031 LA De Soto,66.27
Louisiana,22033 LA East Baton Rouge,44.65
Louisiana,22035 LA East Carroll,19.87
Louisiana,22037 LA East Feliciana,69.67
Louisiana,22039 LA Evangeline,50.04
Louisiana,22041 LA Franklin,28.06
Louisiana,22043 LA Grant,75.76
Louisiana,22045 LA Iberia,33.29
Louisiana,22047 LA Iberville,60.79
Louisiana,22049 LA Jackson,76.82
Louisiana,22051 LA Jefferson,26.8
Louisiana,22053 LA Jefferson Davis,25.91
Louisiana,22055 LA Lafayette,18.94
Louisiana,22057 LA Lafourche,30.81
Louisiana,22059 LA La Salle,69.71
Louisiana,22061 LA Lincoln,72.89
Louisiana,22063 LA Livingston,70.96
Louisiana,22065 LA Madison,34.02
Louisiana,22067 LA Morehouse,38.28
Louisiana,22069 LA Natchitoches,65.77
Louisiana,22071 LA Orleans,22.67
Louisiana,22073 LA Ouachita,56.45
Louisiana,22075 LA Plaquemines,18.65
Louisiana,22077 LA Pointe Coupee,35.94
Louisiana,22079 LA Rapides,62.51
Louisiana,22081 LA Red River,54.87
Louisiana,22083 LA Richland,28.31
Louisiana,22085 LA Sabine,62.79
Louisiana,22087 LA St. Bernard,18.51
Louisiana,22089 LA St. Charles,42.62
Louisiana,22091 LA St. Helena,74.02
Louisiana,22093 LA St. James,54.66
Louisiana,22095 LA St. John the Baptist,56.02
Louisiana,22097 LA St. Landry,35.97
Louisiana,22099 LA St. Martin,59.06
Louisiana,22101 LA St. Mary,49.05
Louisiana,22103 LA St. Tammany,61.69
Louisiana,22105 LA Tangipahoa,64.99
Louisiana,22107 LA Tensas,35.33
Louisiana,22109 LA Terrebonne,28.15
Louisiana,22111 LA Union,74.96
Louisiana,22113 LA Vermilion,20.87
Louisiana,22115 LA Vernon,73.75
Louisiana,22117 LA Washington,67.12
Louisiana,22119 LA Webster,70.92
Louisiana,22121 LA West Baton Rouge,44.43
Louisiana,22123 LA West Carroll,27.58
Louisiana,22125 LA West Feliciana,64.82
Louisiana,22127 LA Winn,80.7
Maine,23001 ME Androscoggin,62.84
Maine,23003 ME Aroostook,69.81
Maine,23005 ME Cumberland,60.06
Maine,23007 ME Franklin,75.42
Maine,23009 ME Hancock,68.03
Maine,23011 ME Kennebec,61.83
Maine,23013 ME Knox,65.59
Maine,23015 ME Lincoln,69.02
Maine,23017 ME Oxford,72.35
Maine,23019 ME Penobscot,70.54
Maine,23021 ME Piscataquis,70.19
Maine,23023 ME Sagadahoc,66.97
Maine,23025 ME Somerset,72.59
Maine,23027 ME Waldo,69.23
Maine,23029 ME Washington,69.36
Maine,23031 ME York,67.74
Maryland,24001 MD Allegany,68.97
Maryland,24003 MD Anne Arundel,50.92
Maryland,24005 MD Baltimore,21
Maryland,24009 MD Calvert,46.64
Maryland,24011 MD Caroline,62.15
Maryland,24013 MD Carroll,37.06
Maryland,24015 MD Cecil,38.52
Maryland,24017 MD Charles,46
Maryland,24019 MD Dorchester,61.86
Maryland,24021 MD Frederick,40.12
Maryland,24023 MD Garrett,41.9
Maryland,24025 MD Harford,65.99
Maryland,24027 MD Howard,50.34
Maryland,24029 MD Kent,47.1
Maryland,24031 MD Montgomery,35.22
Maryland,24033 MD Prince George's,46.49
Maryland,24035 MD Queen Anne's,49.04
Maryland,24037 MD St. Mary's,36.16
Maryland,24039 MD Somerset,47.28
Maryland,24041 MD Talbot,55.4
Maryland,24043 MD Washington,36.85
Maryland,24045 MD Wicomico,44.32
Maryland,24047 MD Worcester,50.04
Maryland,24510 MD Baltimore city,53.03
Massachusetts,25001 MA Barnstable,53.09
Massachusetts,25003 MA Berkshire,74.33
Massachusetts,25005 MA Bristol,57.48
Massachusetts,25007 MA Dukes,57.33
Massachusetts,25009 MA Essex,53.93
Massachusetts,25011 MA Franklin,72.26
Massachusetts,25013 MA Hampden,64.04
Massachusetts,25015 MA Hampshire,68.18
Massachusetts,25017 MA Middlesex,56.09
Massachusetts,25019 MA Nantucket,39.92
Massachusetts,25021 MA Norfolk,55.51
Massachusetts,25023 MA Plymouth,58.15
Massachusetts,25025 MA Suffolk,21.34
Massachusetts,25027 MA Worcester,65.67
Michigan,26001 MI Alcona,58.16
Michigan,26003 MI Alger,70.71
Michigan,26005 MI Allegan,35.73
Michigan,26007 MI Alpena,49.25
Michigan,26009 MI Antrim,50.08
Michigan,26011 MI Arenac,37.42
Michigan,26013 MI Baraga,72.06
Michigan,26015 MI Barry,39.25
Michigan,26017 MI Bay,19.06
Michigan,26019 MI Benzie,53.96
Michigan,26021 MI Berrien,32
Michigan,26023 MI Branch,21.88
Michigan,26025 MI Calhoun,31.83
Michigan,26027 MI Cass,30.95
Michigan,26029 MI Charlevoix,57.93
Michigan,26031 MI Cheboygan,56.11
Michigan,26033 MI Chippewa,58.3
Michigan,26035 MI Clare,49.08
Michigan,26037 MI Clinton,20.35
Michigan,26039 MI Crawford,48.79
Michigan,26041 MI Delta,61.55
Michigan,26043 MI Dickinson,63.66
Michigan,26045 MI Eaton,25.08
Michigan,26047 MI Emmet,58.28
Michigan,26049 MI Genesee,28.42
Michigan,26051 MI Gladwin,48.51
Michigan,26053 MI Gogebic,72.86
Michigan,26055 MI Grand Traverse,45
Michigan,26057 MI Gratiot,15.9
Michigan,26059 MI Hillsdale,25.8
Michigan,26061 MI Houghton,72.96
Michigan,26063 MI Huron,13.13
Michigan,26065 MI Ingham,25
Michigan,26067 MI Ionia,24.74
Michigan,26069 MI Iosco,48.78
Michigan,26071 MI Iron,68.12
Michigan,26073 MI Isabella,27.53
Michigan,26075 MI Jackson,34.53
Michigan,26077 MI Kalamazoo,34.9
Michigan,26079 MI Kalkaska,53.5
Michigan,26081 MI Kent,35.15
Michigan,26083 MI Keweenaw,71.78
Michigan,26085 MI Lake,60.25
Michigan,26087 MI Lapeer,31.96
Michigan,26089 MI Leelanau,49.28
Michigan,26091 MI Lenawee,17.5
Michigan,26093 MI Livingston,36.62
Michigan,26095 MI Luce,63.53
Michigan,26097 MI Mackinac,63.31
Michigan,26099 MI Macomb,19.25
Michigan,26101 MI Manistee,56.03
Michigan,26103 MI Marquette,66.08
Michigan,26105 MI Mason,48.41
Michigan,26107 MI Mecosta,40.56
Michigan,26109 MI Menominee,57.82
Michigan,26111 MI Midland,44.89
Michigan,26113 MI Missaukee,46
Michigan,26115 MI Monroe,17.01
Michigan,26117 MI Montcalm,30.62
Michigan,26119 MI Montmorency,57.39
Michigan,26121 MI Muskegon,43.72
Michigan,26123 MI Newaygo,47.99
Michigan,26125 MI Oakland,34.56
Michigan,26127 MI Oceana,46.52
Michigan,26129 MI Ogemaw,48.24
Michigan,26131 MI Ontonagon,74.17
Michigan,26133 MI Osceola,44.52
Michigan,26135 MI Oscoda,58.15
Michigan,26137 MI Otsego,53.35
Michigan,26139 MI Ottawa,27.19
Michigan,26141 MI Presque Isle,53.66
Michigan,26143 MI Roscommon,49.74
Michigan,26145 MI Saginaw,22.81
Michigan,26147 MI St. Clair,16.12
Michigan,26149 MI St. Joseph,59.4
Michigan,26151 MI Sanilac,18.98
Michigan,26153 MI Schoolcraft,28.93
Michigan,26155 MI Shiawassee,22.85
Michigan,26157 MI Tuscola,24.12
Michigan,26159 MI Van Buren,37.82
Michigan,26161 MI Washtenaw,30.8
Michigan,26163 MI Wayne,20.94
Michigan,26165 MI Wexford,54
Minnesota,27001 MN Aitkin,50.05
Minnesota,27003 MN Anoka,27.71
Minnesota,27005 MN Becker,34.35
Minnesota,27007 MN Beltrami,37.57
Minnesota,27009 MN Benton,19.87
Minnesota,27011 MN Big Stone,11.61
Minnesota,27013 MN Blue Earth,20.81
Minnesota,27015 MN Brown,16.71
Minnesota,27017 MN Carlton,56.24
Minnesota,27019 MN Carver,24.15
Minnesota,27021 MN Cass,46.86
Minnesota,27023 MN Chippewa,14.76
Minnesota,27025 MN Chisago,31.86
Minnesota,27027 MN Clay,10.57
Minnesota,27029 MN Clearwater,43.87
Minnesota,27031 MN Cook,67.06
Minnesota,27033 MN Cottonwood,16.88
Minnesota,27035 MN Crow Wing,43.99
Minnesota,27037 MN Dakota,23
Minnesota,27039 MN Dodge,18.85
Minnesota,27041 MN Douglas,19.07
Minnesota,27043 MN Faribault,15.25
Minnesota,27045 MN Fillmore,32.16
Minnesota,27047 MN Freeborn,15.69
Minnesota,27049 MN Goodhue,29.21
Minnesota,27051 MN Grant,14.38
Minnesota,27053 MN Hennepin,24.32
Minnesota,27055 MN Houston,48.06
Minnesota,27057 MN Hubbard,48.34
Minnesota,27059 MN Isanti,28.97
Minnesota,27061 MN Itasca,57.4
Minnesota,27063 MN Jackson,14.54
Minnesota,27065 MN Kanabec,43.1
Minnesota,27067 MN Kandiyohi,17.9
Minnesota,27069 MN Kittson,16
Minnesota,27071 MN Koochiching,56.63
Minnesota,27073 MN Lac qui Parle,12.87
Minnesota,27075 MN Lake,59.34
Minnesota,27077 MN Lake of the Woods,33.79
Minnesota,27079 MN Le Sueur,21.86
Minnesota,27081 MN Lincoln,10.97
Minnesota,27083 MN Lyon,12.57
Minnesota,27085 MN McLeod,28.75
Minnesota,27087 MN Mahnomen,15.17
Minnesota,27089 MN Marshall,16.99
Minnesota,27091 MN Martin,16.54
Minnesota,27093 MN Meeker,18.11
Minnesota,27095 MN Mille Lacs,34.75
Minnesota,27097 MN Morrison,31.03
Minnesota,27099 MN Mower,15.55
Minnesota,27101 MN Murray,13.09
Minnesota,27103 MN Nicollet,22.34
Minnesota,27105 MN Nobles,13.94
Minnesota,27107 MN Norman,9.06
Minnesota,27109 MN Olmsted,26.31
Minnesota,27111 MN Otter Tail,22.52
Minnesota,27113 MN Pennington,10.06
Minnesota,27115 MN Pine,51.38
Minnesota,27117 MN Pipestone,8.96
Minnesota,27119 MN Polk,10.09
Minnesota,27121 MN Pope,15.42
Minnesota,27123 MN Ramsey,24.78
Minnesota,27125 MN Red Lake,11.09
Minnesota,27127 MN Redwood,15.49
Minnesota,27129 MN Renville,14.26
Minnesota,27131 MN Rice,22.66
Minnesota,27133 MN Rock,15.67
Minnesota,27135 MN Roseau,23.39
Minnesota,27137 MN St. Louis,25.13
Minnesota,27139 MN Scott,29.03
Minnesota,27141 MN Sherburne,18.66
Minnesota,27143 MN Sibley,55.27
Minnesota,27145 MN Stearns,20.14
Minnesota,27147 MN Steele,16.65
Minnesota,27149 MN Stevens,11.71
Minnesota,27151 MN Swift,13.94
Minnesota,27153 MN Todd,26.47
Minnesota,27155 MN Traverse,9.2
Minnesota,27157 MN Wabasha,33.79
Minnesota,27159 MN Wadena,30
Minnesota,27161 MN Waseca,17.68
Minnesota,27163 MN Washington,31.54
Minnesota,27165 MN Watonwan,17.85
Minnesota,27167 MN Wilkin,6.91
Minnesota,27169 MN Winona,43.02
Minnesota,27171 MN Wright,22.93
Minnesota,27173 MN Yellow Medicine,13.31
Mississippi,28001 MS Adams,63.31
Mississippi,28003 MS Alcorn,59.57
Mississippi,28005 MS Amite,74.72
Mississippi,28007 MS Attala,73.64
Mississippi,28009 MS Benton,65.38
Mississippi,28011 MS Bolivar,18.05
Mississippi,28013 MS Calhoun,59.66
Mississippi,28015 MS Carroll,67.85
Mississippi,28017 MS Chickasaw,52.08
Mississippi,28019 MS Choctaw,73.64
Mississippi,28021 MS Claiborne,71.56
Mississippi,28023 MS Clarke,74.1
Mississippi,28025 MS Clay,57.16
Mississippi,28027 MS Coahoma,20.63
Mississippi,28029 MS Copiah,74.83
Mississippi,28031 MS Covington,63.34
Mississippi,28033 MS DeSoto,41.09
Mississippi,28035 MS Forrest,66.21
Mississippi,28037 MS Franklin,80.3
Mississippi,28039 MS George,68.2
Mississippi,28041 MS Greene,74.2
Mississippi,28043 MS Grenada,61.91
Mississippi,28045 MS Hancock,59.6
Mississippi,28047 MS Harrison,59.92
Mississippi,28049 MS Hinds,62.6
Mississippi,28051 MS Holmes,60.98
Mississippi,28053 MS Humphreys,23.64
Mississippi,28055 MS Issaquena,42.56
Mississippi,28057 MS Itawamba,66.24
Mississippi,28059 MS Jackson,61.99
Mississippi,28061 MS Jasper,72.7
Mississippi,28063 MS Jefferson,74.23
Mississippi,28065 MS Jefferson Davis,70.11
Mississippi,28067 MS Jones,64.06
Mississippi,28069 MS Kemper,72.9
Mississippi,28071 MS Lafayette,68.34
Mississippi,28073 MS Lamar,64.87
Mississippi,28075 MS Lauderdale,70.11
Mississippi,28077 MS Lawrence,73.54
Mississippi,28079 MS Leake,68.99
Mississippi,28081 MS Lee,44.65
Mississippi,28083 MS Leflore,23.85
Mississippi,28085 MS Lincoln,67.98
Mississippi,28087 MS Lowndes,50.05
Mississippi,28089 MS Madison,61.5
Mississippi,28091 MS Marion,70.04
Mississippi,28093 MS Marshall,61.39
Mississippi,28095 MS Monroe,56.46
Mississippi,28097 MS Montgomery,69.79
Mississippi,28099 MS Neshoba,66.38
Mississippi,28101 MS Newton,69.09
Mississippi,28103 MS Noxubee,54.85
Mississippi,28105 MS Oktibbeha,65.47
Mississippi,28107 MS Panola,50.45
Mississippi,28109 MS Pearl River,66.44
Mississippi,28111 MS Perry,75.94
Mississippi,28113 MS Pike,67.65
Mississippi,28115 MS Pontotoc,54.65
Mississippi,28117 MS Prentiss,58.6
Mississippi,28119 MS Quitman,24.08
Mississippi,28121 MS Rankin,64.59
Mississippi,28123 MS Scott,68.33
Mississippi,28125 MS Sharkey,38.92
Mississippi,28127 MS Simpson,70.75
Mississippi,28129 MS Smith,72.57
Mississippi,28131 MS Stone,72.4
Mississippi,28133 MS Sunflower,14.11
Mississippi,28135 MS Tallahatchie,34.68
Mississippi,28137 MS Tate,48.21
Mississippi,28139 MS Tippah,61.98
Mississippi,28141 MS Tishomingo,63.55
Mississippi,28143 MS Tunica,21.84
Mississippi,28145 MS Union,58.44
Mississippi,28147 MS Walthall,66.21
Mississippi,28149 MS Warren,61.44
Mississippi,28151 MS Washington,18.86
Mississippi,28153 MS Wayne,74.47
Mississippi,28155 MS Webster,68.07
Mississippi,28157 MS Wilkinson,75.6
Mississippi,28159 MS Winston,71.81
Mississippi,28161 MS Yalobusha,65.75
Mississippi,28163 MS Yazoo,52.14
Missouri,29001 MO Adair,29.99
Missouri,29003 MO Andrew,21.78
Missouri,29005 MO Atchison,15.31
Missouri,29007 MO Audrain,12.55
Missouri,29009 MO Barry,39.95
